ParentNode [0,766] X:-320.00,320.00  Y:-320.00,320.00  Z:-320.00,320.00
mzb:668, mmb:107  X:(-190.33,-189.08),  Y:(37.04,37.26),  Z:(201.79,203.32)
mzb:669, mmb:107  X:(-188.79,-187.47),  Y:(36.50,36.72),  Z:(202.48,204.03)
mzb:670, mmb:107  X:(-188.84,-187.39),  Y:(36.70,36.92),  Z:(202.72,203.79)
mzb:671, mmb:99  X:(-190.06,-189.11),  Y:(37.24,37.90),  Z:(202.00,203.50)
mzb:685, mmb:47  X:(-193.92,-192.41),  Y:(32.64,36.85),  Z:(209.96,211.51)
mzb:686, mmb:49  X:(-191.16,-188.06),  Y:(27.95,34.46),  Z:(210.84,214.15)
mzb:687, mmb:49  X:(-191.24,-187.27),  Y:(30.16,34.80),  Z:(208.71,213.91)
mzb:692, mmb:104  X:(-189.22,-187.37),  Y:(33.05,34.55),  Z:(211.91,213.75)
mzb:697, mmb:104  X:(-187.67,-185.66),  Y:(24.51,26.01),  Z:(217.10,219.11)
mzb:714, mmb:101  X:(-181.43,-180.09),  Y:(37.06,38.06),  Z:(205.46,206.81)
mzb:715, mmb:101  X:(-188.61,-187.27),  Y:(29.50,30.50),  Z:(216.59,217.93)
mzb:716, mmb:101  X:(-187.29,-185.99),  Y:(29.50,30.50),  Z:(217.38,218.68)
mzb:717, mmb:104  X:(-188.29,-186.29),  Y:(27.50,29.00),  Z:(216.46,218.46)
mzb:718, mmb:100  X:(-187.13,-184.74),  Y:(35.42,36.41),  Z:(205.70,207.36)
mzb:719, mmb:104  X:(-186.00,-183.91),  Y:(36.40,37.90),  Z:(205.31,207.41)
mzb:723, mmb:104  X:(-187.62,-185.92),  Y:(36.40,37.90),  Z:(205.63,207.34)
mzb:728, mmb:103  X:(-188.35,-187.35),  Y:(32.05,33.05),  Z:(211.50,212.50)
mzb:744, mmb:100  X:(-187.44,-184.87),  Y:(33.84,34.82),  Z:(211.13,213.15)
mzb:745, mmb:103  X:(-183.92,-182.86),  Y:(30.69,31.69),  Z:(210.40,211.46)
mzb:746, mmb:100  X:(-187.52,-185.33),  Y:(32.86,33.85),  Z:(209.59,212.21)
mzb:747, mmb:99  X:(-187.10,-185.38),  Y:(32.23,32.89),  Z:(210.16,211.90)
mzb:748, mmb:100  X:(-187.85,-185.38),  Y:(33.84,34.82),  Z:(209.54,211.34)
mzb:749, mmb:102  X:(-184.39,-182.31),  Y:(31.67,33.17),  Z:(209.95,212.03)
mzb:750, mmb:102  X:(-184.27,-182.43),  Y:(33.16,34.66),  Z:(210.07,211.91)
mzb:751, mmb:102  X:(-185.74,-183.77),  Y:(33.22,34.72),  Z:(208.55,210.52)
mzb:752, mmb:103  X:(-182.24,-181.03),  Y:(33.55,34.55),  Z:(210.58,211.79)
mzb:754, mmb:101  X:(-186.61,-185.25),  Y:(34.42,35.42),  Z:(205.85,207.22)
mzb:755, mmb:55  X:(-188.85,-186.90),  Y:(34.77,37.96),  Z:(206.51,208.51)
mzb:756, mmb:100  X:(-193.19,-190.80),  Y:(35.92,36.91),  Z:(205.94,207.60)
mzb:757, mmb:101  X:(-191.87,-190.53),  Y:(36.90,37.90),  Z:(205.91,207.26)
mzb:758, mmb:101  X:(-193.43,-192.28),  Y:(36.90,37.90),  Z:(206.00,207.15)
Parent: 3006,79] ChildBox 7)  X:(-180.00,-160.00)  Y:(20.00,40.00)  Z:(200.00,220.00)
mzb:616, mmb:1  X:(-177.46,-176.96),  Y:(32.24,34.70),  Z:(215.05,215.56)
mzb:619, mmb:1  X:(-173.16,-172.66),  Y:(32.24,34.70),  Z:(214.96,215.46)
mzb:643, mmb:61  X:(-179.94,-178.04),  Y:(32.82,34.72),  Z:(215.92,216.06)
mzb:681, mmb:104  X:(-179.91,-177.97),  Y:(31.39,32.89),  Z:(217.41,219.35)
mzb:682, mmb:104  X:(-177.53,-175.69),  Y:(32.86,34.36),  Z:(217.85,219.68)
mzb:683, mmb:49  X:(-172.10,-170.56),  Y:(32.18,39.25),  Z:(205.15,208.07)
mzb:684, mmb:47  X:(-169.48,-168.96),  Y:(34.77,39.29),  Z:(208.49,209.01)
mzb:691, mmb:104  X:(-179.68,-177.60),  Y:(32.89,34.39),  Z:(216.63,218.71)
mzb:694, mmb:103  X:(-170.77,-169.65),  Y:(33.90,35.22),  Z:(212.16,213.39)
mzb:713, mmb:106  X:(-170.48,-169.21),  Y:(36.11,36.57),  Z:(207.79,209.06)
mzb:753, mmb:55  X:(-170.10,-167.47),  Y:(32.57,35.56),  Z:(211.42,213.32)
Parent: 2901,105] ChildBox 2)  X:(-240.00,-200.00)  Y:(0.00,40.00)  Z:(160.00,200.00)
mzb:656, mmb:100  X:(-203.34,-200.97),  Y:(38.39,39.38),  Z:(161.10,162.73)
mzb:726, mmb:107  X:(-202.72,-201.39),  Y:(38.19,38.41),  Z:(161.45,162.28)
mzb:763, mmb:101  X:(-201.47,-200.33),  Y:(37.70,38.70),  Z:(192.61,193.75)
Parent: 2901,105] ChildBox 3)  X:(-200.00,-160.00)  Y:(0.00,40.00)  Z:(160.00,200.00)
mzb:589, mmb:101  X:(-199.14,-197.82),  Y:(38.40,39.40),  Z:(160.01,161.33)
mzb:762, mmb:55  X:(-199.35,-196.90),  Y:(39.18,39.38),  Z:(163.79,167.32)
Parent: 2901,105] ChildBox 4)  X:(-240.00,-200.00)  Y:(40.00,80.00)  Z:(200.00,240.00)
Parent: 2901,105] ChildBox 5)  X:(-200.00,-160.00)  Y:(40.00,80.00)  Z:(200.00,240.00)
Parent: 2901,105] ChildBox 6)  X:(-240.00,-200.00)  Y:(40.00,80.00)  Z:(160.00,200.00)
Parent: 2901,105] ChildBox 7)  X:(-200.00,-160.00)  Y:(40.00,80.00)  Z:(160.00,200.00)
Parent: 2795,106] ChildBox 4)  X:(-320.00,-240.00)  Y:(80.00,160.00)  Z:(240.00,320.00)
Parent: 2795,106] ChildBox 5)  X:(-240.00,-160.00)  Y:(80.00,160.00)  Z:(240.00,320.00)
Parent: 2795,106] ChildBox 6)  X:(-320.00,-240.00)  Y:(80.00,160.00)  Z:(160.00,240.00)
Parent: 2795,106] ChildBox 7)  X:(-240.00,-160.00)  Y:(80.00,160.00)  Z:(160.00,240.00)
Parent: 2586,209] ChildBox 1)  X:(-160.00,0.00)  Y:(0.00,160.00)  Z:(160.00,320.00)
mzb:89, mmb:20  X:(-141.75,-119.08),  Y:(9.72,41.12),  Z:(199.24,224.00)
mzb:580, mmb:102  X:(-140.84,-138.81),  Y:(24.52,26.02),  Z:(177.98,180.01)
mzb:584, mmb:101  X:(-135.03,-134.03),  Y:(32.54,33.54),  Z:(178.91,179.91)
mzb:585, mmb:101  X:(-135.65,-134.65),  Y:(32.48,33.48),  Z:(177.86,178.86)
mzb:586, mmb:101  X:(-135.26,-134.26),  Y:(31.54,32.54),  Z:(178.53,179.53)
mzb:594, mmb:105  X:(-154.62,-153.58),  Y:(37.06,38.02),  Z:(174.85,175.90)
mzb:596, mmb:107  X:(-154.45,-152.99),  Y:(36.82,37.04),  Z:(173.83,174.92)
mzb:605, mmb:52  X:(-142.35,-127.21),  Y:(25.57,34.50),  Z:(166.28,183.81)
mzb:608, mmb:59  X:(-146.23,-143.85),  Y:(22.00,35.00),  Z:(166.53,192.00)
mzb:613, mmb:47  X:(-155.95,-155.75),  Y:(36.49,41.00),  Z:(195.22,195.42)
mzb:631, mmb:47  X:(-157.14,-156.46),  Y:(36.51,41.01),  Z:(170.52,171.21)
mzb:635, mmb:1  X:(-129.83,-129.33),  Y:(31.87,34.33),  Z:(185.80,186.30)
mzb:637, mmb:60  X:(-149.38,-143.78),  Y:(29.25,34.65),  Z:(187.38,188.45)
mzb:638, mmb:102  X:(-154.11,-152.61),  Y:(36.54,38.04),  Z:(172.32,173.82)
mzb:639, mmb:101  X:(-154.24,-153.03),  Y:(37.03,38.03),  Z:(173.91,175.12)
mzb:640, mmb:103  X:(-150.57,-149.16),  Y:(33.55,34.55),  Z:(175.69,177.10)
mzb:641, mmb:100  X:(-150.06,-147.49),  Y:(33.61,34.60),  Z:(173.36,175.39)
mzb:642, mmb:103  X:(-147.91,-146.85),  Y:(30.46,31.46),  Z:(171.42,172.48)
mzb:649, mmb:61  X:(-145.96,-144.05),  Y:(32.82,34.72),  Z:(179.93,180.08)
mzb:650, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(178.04,179.94)
mzb:651, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(176.04,177.94)
mzb:652, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(174.04,175.94)
mzb:653, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(172.04,173.94)
mzb:654, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(170.04,171.94)
mzb:672, mmb:100  X:(-150.14,-147.95),  Y:(32.64,33.63),  Z:(171.82,174.45)
mzb:673, mmb:102  X:(-137.91,-135.94),  Y:(27.53,29.03),  Z:(179.55,181.52)
mzb:674, mmb:102  X:(-136.73,-134.91),  Y:(27.53,29.03),  Z:(172.42,174.24)
mzb:675, mmb:102  X:(-136.07,-134.44),  Y:(27.53,29.03),  Z:(169.93,171.56)
mzb:676, mmb:104  X:(-139.36,-137.73),  Y:(31.98,33.48),  Z:(174.38,176.01)
mzb:677, mmb:104  X:(-137.66,-135.83),  Y:(31.98,33.48),  Z:(175.60,177.42)
mzb:678, mmb:104  X:(-140.42,-138.40),  Y:(31.98,33.48),  Z:(175.99,178.01)
mzb:679, mmb:100  X:(-139.42,-136.76),  Y:(28.03,29.02),  Z:(174.66,177.01)
mzb:688, mmb:61  X:(-144.09,-143.95),  Y:(32.82,34.72),  Z:(180.07,181.98)
mzb:690, mmb:55  X:(-153.94,-151.84),  Y:(35.12,38.02),  Z:(170.77,173.14)
mzb:700, mmb:102  X:(-139.53,-137.59),  Y:(24.52,26.02),  Z:(174.43,176.36)
mzb:701, mmb:102  X:(-138.42,-136.49),  Y:(24.52,26.02),  Z:(172.98,174.91)
mzb:702, mmb:100  X:(-139.64,-136.98),  Y:(29.52,30.51),  Z:(174.76,177.14)
mzb:703, mmb:101  X:(-133.29,-132.20),  Y:(29.51,30.51),  Z:(170.22,171.30)
mzb:704, mmb:99  X:(-149.72,-148.00),  Y:(32.01,32.67),  Z:(172.39,174.13)
mzb:705, mmb:103  X:(-145.81,-144.49),  Y:(33.64,34.64),  Z:(180.23,181.55)
mzb:706, mmb:100  X:(-139.44,-136.78),  Y:(29.52,30.51),  Z:(176.57,178.92)
mzb:708, mmb:106  X:(-148.69,-147.62),  Y:(35.18,35.62),  Z:(190.02,191.08)
mzb:709, mmb:103  X:(-148.20,-146.65),  Y:(33.94,35.21),  Z:(188.96,190.36)
mzb:710, mmb:101  X:(-137.50,-136.12),  Y:(27.02,28.02),  Z:(170.98,172.36)
mzb:711, mmb:102  X:(-136.12,-134.11),  Y:(27.53,29.03),  Z:(180.36,182.37)
mzb:712, mmb:99  X:(-136.87,-135.38),  Y:(29.85,30.51),  Z:(178.44,180.20)
mzb:722, mmb:100  X:(-150.47,-148.01),  Y:(33.61,34.60),  Z:(171.77,173.57)
mzb:724, mmb:104  X:(-133.51,-131.48),  Y:(32.84,34.34),  Z:(180.73,182.76)
mzb:725, mmb:103  X:(-135.69,-134.34),  Y:(33.31,34.31),  Z:(181.07,182.41)
mzb:729, mmb:101  X:(-139.19,-137.91),  Y:(23.52,24.52),  Z:(174.95,176.23)
mzb:730, mmb:101  X:(-137.35,-136.27),  Y:(28.03,29.03),  Z:(171.12,172.21)
mzb:731, mmb:49  X:(-130.48,-129.10),  Y:(27.15,34.54),  Z:(180.71,182.35)
mzb:732, mmb:47  X:(-146.40,-145.55),  Y:(32.49,36.89),  Z:(188.21,189.53)
mzb:733, mmb:49  X:(-143.84,-137.27),  Y:(30.17,34.31),  Z:(170.41,170.82)
mzb:734, mmb:49  X:(-143.97,-138.59),  Y:(29.38,34.34),  Z:(168.78,171.99)
mzb:735, mmb:102  X:(-141.27,-139.43),  Y:(32.71,34.21),  Z:(170.47,172.31)
mzb:737, mmb:102  X:(-148.38,-146.30),  Y:(31.45,32.95),  Z:(170.97,173.05)
mzb:738, mmb:102  X:(-148.25,-146.42),  Y:(32.94,34.44),  Z:(171.09,172.93)
mzb:739, mmb:102  X:(-150.29,-148.32),  Y:(33.00,34.50),  Z:(169.73,171.70)
mzb:740, mmb:102  X:(-138.97,-137.13),  Y:(24.52,26.02),  Z:(176.52,178.36)
mzb:741, mmb:102  X:(-147.08,-145.58),  Y:(33.44,34.94),  Z:(187.44,188.94)
mzb:742, mmb:55  X:(-159.48,-156.64),  Y:(38.18,38.71),  Z:(173.45,176.84)
ParentNode [3152,62] X:-160.00,0.00  Y:0.00,160.00  Z:160.00,320.00
Parent: 3152,62] ChildBox 0)  X:(-160.00,-80.00)  Y:(0.00,80.00)  Z:(240.00,320.00)
Parent: 3152,62] ChildBox 1)  X:(-80.00,0.00)  Y:(0.00,80.00)  Z:(240.00,320.00)
Parent: 3152,62] ChildBox 2)  X:(-160.00,-80.00)  Y:(0.00,80.00)  Z:(160.00,240.00)
mzb:89, mmb:20  X:(-141.75,-119.08),  Y:(9.72,41.12),  Z:(199.24,224.00)
mzb:580, mmb:102  X:(-140.84,-138.81),  Y:(24.52,26.02),  Z:(177.98,180.01)
mzb:584, mmb:101  X:(-135.03,-134.03),  Y:(32.54,33.54),  Z:(178.91,179.91)
mzb:585, mmb:101  X:(-135.65,-134.65),  Y:(32.48,33.48),  Z:(177.86,178.86)
mzb:586, mmb:101  X:(-135.26,-134.26),  Y:(31.54,32.54),  Z:(178.53,179.53)
mzb:594, mmb:105  X:(-154.62,-153.58),  Y:(37.06,38.02),  Z:(174.85,175.90)
mzb:596, mmb:107  X:(-154.45,-152.99),  Y:(36.82,37.04),  Z:(173.83,174.92)
mzb:605, mmb:52  X:(-142.35,-127.21),  Y:(25.57,34.50),  Z:(166.28,183.81)
mzb:608, mmb:59  X:(-146.23,-143.85),  Y:(22.00,35.00),  Z:(166.53,192.00)
mzb:613, mmb:47  X:(-155.95,-155.75),  Y:(36.49,41.00),  Z:(195.22,195.42)
mzb:631, mmb:47  X:(-157.14,-156.46),  Y:(36.51,41.01),  Z:(170.52,171.21)
mzb:635, mmb:1  X:(-129.83,-129.33),  Y:(31.87,34.33),  Z:(185.80,186.30)
mzb:637, mmb:60  X:(-149.38,-143.78),  Y:(29.25,34.65),  Z:(187.38,188.45)
mzb:638, mmb:102  X:(-154.11,-152.61),  Y:(36.54,38.04),  Z:(172.32,173.82)
mzb:639, mmb:101  X:(-154.24,-153.03),  Y:(37.03,38.03),  Z:(173.91,175.12)
mzb:640, mmb:103  X:(-150.57,-149.16),  Y:(33.55,34.55),  Z:(175.69,177.10)
mzb:641, mmb:100  X:(-150.06,-147.49),  Y:(33.61,34.60),  Z:(173.36,175.39)
mzb:642, mmb:103  X:(-147.91,-146.85),  Y:(30.46,31.46),  Z:(171.42,172.48)
mzb:649, mmb:61  X:(-145.96,-144.05),  Y:(32.82,34.72),  Z:(179.93,180.08)
mzb:650, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(178.04,179.94)
mzb:651, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(176.04,177.94)
mzb:652, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(174.04,175.94)
mzb:653, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(172.04,173.94)
mzb:654, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(170.04,171.94)
mzb:672, mmb:100  X:(-150.14,-147.95),  Y:(32.64,33.63),  Z:(171.82,174.45)
mzb:673, mmb:102  X:(-137.91,-135.94),  Y:(27.53,29.03),  Z:(179.55,181.52)
mzb:674, mmb:102  X:(-136.73,-134.91),  Y:(27.53,29.03),  Z:(172.42,174.24)
mzb:675, mmb:102  X:(-136.07,-134.44),  Y:(27.53,29.03),  Z:(169.93,171.56)
mzb:676, mmb:104  X:(-139.36,-137.73),  Y:(31.98,33.48),  Z:(174.38,176.01)
mzb:677, mmb:104  X:(-137.66,-135.83),  Y:(31.98,33.48),  Z:(175.60,177.42)
mzb:678, mmb:104  X:(-140.42,-138.40),  Y:(31.98,33.48),  Z:(175.99,178.01)
mzb:679, mmb:100  X:(-139.42,-136.76),  Y:(28.03,29.02),  Z:(174.66,177.01)
mzb:688, mmb:61  X:(-144.09,-143.95),  Y:(32.82,34.72),  Z:(180.07,181.98)
mzb:690, mmb:55  X:(-153.94,-151.84),  Y:(35.12,38.02),  Z:(170.77,173.14)
mzb:700, mmb:102  X:(-139.53,-137.59),  Y:(24.52,26.02),  Z:(174.43,176.36)
mzb:701, mmb:102  X:(-138.42,-136.49),  Y:(24.52,26.02),  Z:(172.98,174.91)
mzb:702, mmb:100  X:(-139.64,-136.98),  Y:(29.52,30.51),  Z:(174.76,177.14)
mzb:703, mmb:101  X:(-133.29,-132.20),  Y:(29.51,30.51),  Z:(170.22,171.30)
mzb:704, mmb:99  X:(-149.72,-148.00),  Y:(32.01,32.67),  Z:(172.39,174.13)
mzb:705, mmb:103  X:(-145.81,-144.49),  Y:(33.64,34.64),  Z:(180.23,181.55)
mzb:706, mmb:100  X:(-139.44,-136.78),  Y:(29.52,30.51),  Z:(176.57,178.92)
mzb:708, mmb:106  X:(-148.69,-147.62),  Y:(35.18,35.62),  Z:(190.02,191.08)
mzb:709, mmb:103  X:(-148.20,-146.65),  Y:(33.94,35.21),  Z:(188.96,190.36)
mzb:710, mmb:101  X:(-137.50,-136.12),  Y:(27.02,28.02),  Z:(170.98,172.36)
mzb:711, mmb:102  X:(-136.12,-134.11),  Y:(27.53,29.03),  Z:(180.36,182.37)
mzb:712, mmb:99  X:(-136.87,-135.38),  Y:(29.85,30.51),  Z:(178.44,180.20)
mzb:722, mmb:100  X:(-150.47,-148.01),  Y:(33.61,34.60),  Z:(171.77,173.57)
mzb:724, mmb:104  X:(-133.51,-131.48),  Y:(32.84,34.34),  Z:(180.73,182.76)
mzb:725, mmb:103  X:(-135.69,-134.34),  Y:(33.31,34.31),  Z:(181.07,182.41)
mzb:729, mmb:101  X:(-139.19,-137.91),  Y:(23.52,24.52),  Z:(174.95,176.23)
mzb:730, mmb:101  X:(-137.35,-136.27),  Y:(28.03,29.03),  Z:(171.12,172.21)
mzb:731, mmb:49  X:(-130.48,-129.10),  Y:(27.15,34.54),  Z:(180.71,182.35)
mzb:732, mmb:47  X:(-146.40,-145.55),  Y:(32.49,36.89),  Z:(188.21,189.53)
mzb:733, mmb:49  X:(-143.84,-137.27),  Y:(30.17,34.31),  Z:(170.41,170.82)
mzb:734, mmb:49  X:(-143.97,-138.59),  Y:(29.38,34.34),  Z:(168.78,171.99)
mzb:735, mmb:102  X:(-141.27,-139.43),  Y:(32.71,34.21),  Z:(170.47,172.31)
mzb:737, mmb:102  X:(-148.38,-146.30),  Y:(31.45,32.95),  Z:(170.97,173.05)
mzb:738, mmb:102  X:(-148.25,-146.42),  Y:(32.94,34.44),  Z:(171.09,172.93)
mzb:739, mmb:102  X:(-150.29,-148.32),  Y:(33.00,34.50),  Z:(169.73,171.70)
mzb:740, mmb:102  X:(-138.97,-137.13),  Y:(24.52,26.02),  Z:(176.52,178.36)
mzb:741, mmb:102  X:(-147.08,-145.58),  Y:(33.44,34.94),  Z:(187.44,188.94)
mzb:742, mmb:55  X:(-159.48,-156.64),  Y:(38.18,38.71),  Z:(173.45,176.84)
ParentNode [3214,62] X:-160.00,-80.00  Y:0.00,80.00  Z:160.00,240.00
Parent: 3214,62] ChildBox 0)  X:(-160.00,-120.00)  Y:(0.00,40.00)  Z:(200.00,240.00)
Parent: 3214,62] ChildBox 1)  X:(-120.00,-80.00)  Y:(0.00,40.00)  Z:(200.00,240.00)
Parent: 3214,62] ChildBox 2)  X:(-160.00,-120.00)  Y:(0.00,40.00)  Z:(160.00,200.00)
mzb:580, mmb:102  X:(-140.84,-138.81),  Y:(24.52,26.02),  Z:(177.98,180.01)
mzb:584, mmb:101  X:(-135.03,-134.03),  Y:(32.54,33.54),  Z:(178.91,179.91)
mzb:585, mmb:101  X:(-135.65,-134.65),  Y:(32.48,33.48),  Z:(177.86,178.86)
mzb:586, mmb:101  X:(-135.26,-134.26),  Y:(31.54,32.54),  Z:(178.53,179.53)
mzb:594, mmb:105  X:(-154.62,-153.58),  Y:(37.06,38.02),  Z:(174.85,175.90)
mzb:596, mmb:107  X:(-154.45,-152.99),  Y:(36.82,37.04),  Z:(173.83,174.92)
mzb:605, mmb:52  X:(-142.35,-127.21),  Y:(25.57,34.50),  Z:(166.28,183.81)
mzb:608, mmb:59  X:(-146.23,-143.85),  Y:(22.00,35.00),  Z:(166.53,192.00)
mzb:635, mmb:1  X:(-129.83,-129.33),  Y:(31.87,34.33),  Z:(185.80,186.30)
mzb:637, mmb:60  X:(-149.38,-143.78),  Y:(29.25,34.65),  Z:(187.38,188.45)
mzb:638, mmb:102  X:(-154.11,-152.61),  Y:(36.54,38.04),  Z:(172.32,173.82)
mzb:639, mmb:101  X:(-154.24,-153.03),  Y:(37.03,38.03),  Z:(173.91,175.12)
mzb:640, mmb:103  X:(-150.57,-149.16),  Y:(33.55,34.55),  Z:(175.69,177.10)
mzb:641, mmb:100  X:(-150.06,-147.49),  Y:(33.61,34.60),  Z:(173.36,175.39)
mzb:642, mmb:103  X:(-147.91,-146.85),  Y:(30.46,31.46),  Z:(171.42,172.48)
mzb:649, mmb:61  X:(-145.96,-144.05),  Y:(32.82,34.72),  Z:(179.93,180.08)
mzb:650, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(178.04,179.94)
mzb:651, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(176.04,177.94)
mzb:652, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(174.04,175.94)
mzb:653, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(172.04,173.94)
mzb:654, mmb:61  X:(-146.02,-145.88),  Y:(32.82,34.72),  Z:(170.04,171.94)
mzb:672, mmb:100  X:(-150.14,-147.95),  Y:(32.64,33.63),  Z:(171.82,174.45)
mzb:673, mmb:102  X:(-137.91,-135.94),  Y:(27.53,29.03),  Z:(179.55,181.52)
mzb:674, mmb:102  X:(-136.73,-134.91),  Y:(27.53,29.03),  Z:(172.42,174.24)
mzb:675, mmb:102  X:(-136.07,-134.44),  Y:(27.53,29.03),  Z:(169.93,171.56)
mzb:676, mmb:104  X:(-139.36,-137.73),  Y:(31.98,33.48),  Z:(174.38,176.01)
mzb:677, mmb:104  X:(-137.66,-135.83),  Y:(31.98,33.48),  Z:(175.60,177.42)
mzb:678, mmb:104  X:(-140.42,-138.40),  Y:(31.98,33.48),  Z:(175.99,178.01)
mzb:679, mmb:100  X:(-139.42,-136.76),  Y:(28.03,29.02),  Z:(174.66,177.01)
mzb:688, mmb:61  X:(-144.09,-143.95),  Y:(32.82,34.72),  Z:(180.07,181.98)
mzb:690, mmb:55  X:(-153.94,-151.84),  Y:(35.12,38.02),  Z:(170.77,173.14)
mzb:700, mmb:102  X:(-139.53,-137.59),  Y:(24.52,26.02),  Z:(174.43,176.36)
mzb:701, mmb:102  X:(-138.42,-136.49),  Y:(24.52,26.02),  Z:(172.98,174.91)
mzb:702, mmb:100  X:(-139.64,-136.98),  Y:(29.52,30.51),  Z:(174.76,177.14)
mzb:703, mmb:101  X:(-133.29,-132.20),  Y:(29.51,30.51),  Z:(170.22,171.30)
mzb:704, mmb:99  X:(-149.72,-148.00),  Y:(32.01,32.67),  Z:(172.39,174.13)
mzb:705, mmb:103  X:(-145.81,-144.49),  Y:(33.64,34.64),  Z:(180.23,181.55)
mzb:706, mmb:100  X:(-139.44,-136.78),  Y:(29.52,30.51),  Z:(176.57,178.92)
mzb:708, mmb:106  X:(-148.69,-147.62),  Y:(35.18,35.62),  Z:(190.02,191.08)
mzb:709, mmb:103  X:(-148.20,-146.65),  Y:(33.94,35.21),  Z:(188.96,190.36)
mzb:710, mmb:101  X:(-137.50,-136.12),  Y:(27.02,28.02),  Z:(170.98,172.36)
mzb:711, mmb:102  X:(-136.12,-134.11),  Y:(27.53,29.03),  Z:(180.36,182.37)
mzb:712, mmb:99  X:(-136.87,-135.38),  Y:(29.85,30.51),  Z:(178.44,180.20)
mzb:722, mmb:100  X:(-150.47,-148.01),  Y:(33.61,34.60),  Z:(171.77,173.57)
mzb:724, mmb:104  X:(-133.51,-131.48),  Y:(32.84,34.34),  Z:(180.73,182.76)
mzb:725, mmb:103  X:(-135.69,-134.34),  Y:(33.31,34.31),  Z:(181.07,182.41)
mzb:729, mmb:101  X:(-139.19,-137.91),  Y:(23.52,24.52),  Z:(174.95,176.23)
mzb:730, mmb:101  X:(-137.35,-136.27),  Y:(28.03,29.03),  Z:(171.12,172.21)
mzb:731, mmb:49  X:(-130.48,-129.10),  Y:(27.15,34.54),  Z:(180.71,182.35)
mzb:732, mmb:47  X:(-146.40,-145.55),  Y:(32.49,36.89),  Z:(188.21,189.53)
mzb:733, mmb:49  X:(-143.84,-137.27),  Y:(30.17,34.31),  Z:(170.41,170.82)
mzb:734, mmb:49  X:(-143.97,-138.59),  Y:(29.38,34.34),  Z:(168.78,171.99)
mzb:735, mmb:102  X:(-141.27,-139.43),  Y:(32.71,34.21),  Z:(170.47,172.31)
mzb:737, mmb:102  X:(-148.38,-146.30),  Y:(31.45,32.95),  Z:(170.97,173.05)
mzb:738, mmb:102  X:(-148.25,-146.42),  Y:(32.94,34.44),  Z:(171.09,172.93)
mzb:739, mmb:102  X:(-150.29,-148.32),  Y:(33.00,34.50),  Z:(169.73,171.70)
mzb:740, mmb:102  X:(-138.97,-137.13),  Y:(24.52,26.02),  Z:(176.52,178.36)
mzb:741, mmb:102  X:(-147.08,-145.58),  Y:(33.44,34.94),  Z:(187.44,188.94)
mzb:742, mmb:55  X:(-159.48,-156.64),  Y:(38.18,38.71),  Z:(173.45,176.84)
ParentNode [3276,59] X:-160.00,-120.00  Y:0.00,40.00  Z:160.00,200.00
Parent: 3276,59] ChildBox 0)  X:(-160.00,-140.00)  Y:(0.00,20.00)  Z:(180.00,200.00)
Parent: 3276,59] ChildBox 1)  X:(-140.00,-120.00)  Y:(0.00,20.00)  Z:(180.00,200.00)
Parent: 3276,59] ChildBox 2)  X:(-160.00,-140.00)  Y:(0.00,20.00)  Z:(160.00,180.00)
Parent: 3276,59] ChildBox 3)  X:(-140.00,-120.00)  Y:(0.00,20.00)  Z:(160.00,180.00)
Parent: 3276,59] ChildBox 4)  X:(-160.00,-140.00)  Y:(20.00,40.00)  Z:(180.00,200.00)
mzb:637, mmb:60  X:(-149.38,-143.78),  Y:(29.25,34.65),  Z:(187.38,188.45)
mzb:688, mmb:61  X:(-144.09,-143.95),  Y:(32.82,34.72),  Z:(180.07,181.98)
mzb:705, mmb:103  X:(-145.81,-144.49),  Y:(33.64,34.64),  Z:(180.23,181.55)
mzb:708, mmb:106  X:(-148.69,-147.62),  Y:(35.18,35.62),  Z:(190.02,191.08)
mzb:709, mmb:103  X:(-148.20,-146.65),  Y:(33.94,35.21),  Z:(188.96,190.36)
mzb:732, mmb:47  X:(-146.40,-145.55),  Y:(32.49,36.89),  Z:(188.21,189.53)
mzb:741, mmb:102  X:(-147.08,-145.58),  Y:(33.44,34.94),  Z:(187.44,188.94)
Parent: 3276,59] ChildBox 5)  X:(-140.00,-120.00)  Y:(20.00,40.00)  Z:(180.00,200.00)
mzb:635, mmb:1  X:(-129.83,-129.33),  Y:(31.87,34.33),  Z:(185.80,186.30)
